1;0;
2;12;
3;0;
4;0;
5;12;
6;13;
7;17;
8;9;
9;6;
10;18;
11;12;
12;12;
13;1;
14;16;
15;14;
16;13;
17;15;
18;12;
19;8;
20;11;
21;0;
22;0;
23;4;
24;4;
25;7;
26;1;
27;3;
28;0;
29;2;
30;6;
31;9;
32;10;
33;6;
34;4;
35;11;
36;10;
37;6;
38;12;
39;13;
40;16;
41;7;
42;9;
43;3;
44;0;
45;15;
46;3;
47;18;
48;17;
49;10;
50;0;
51;7;
52;10;
53;15;
54;13;
55;15;
56;8;
57;15;
58;15;
59;1;
60;13;
61;7;
62;4;
63;8;
64;7;
65;14;
66;6;
67;6;
68;6;
69;7;
70;7;
71;16;
72;4;
73;6;
74;16;
75;13;
76;6;
77;0;
78;9;
79;4;
80;4;
81;6;
82;2;
83;15;
84;13;
85;1;
86;9;
87;17;
88;3;
89;4;
90;1;
91;18;
92;13;
93;13;
94;6;
95;9;
96;4;
97;17;
98;11;
99;6;
100;13;
101;6;
102;15;
103;6;
104;6;
105;7;
106;2;
107;16;
108;1;
109;15;
110;6;
111;1;
112;16;
113;13;
114;15;
115;7;
116;13;
117;6;
118;9;
119;15;
120;12;
121;18;
122;5;
123;4;
124;16;
125;8;
126;3;
127;15;
128;3;
129;3;
130;15;
131;4;
132;15;
133;1;
134;15;
135;6;
136;2;
137;1;
138;1;
139;6;
140;10;
141;2;
142;15;
143;19;
144;2;
145;13;
146;17;
147;3;
148;7;
149;3;
150;4;
151;4;
152;14;
153;6;
154;6;
155;12;
156;7;
157;1;
158;1;
159;10;
160;15;
161;18;
162;9;
163;17;
164;13;
165;12;
166;1;
167;15;
168;2;
169;12;
170;11;
171;14;
172;18;
173;2;
174;4;
175;10;
176;16;
177;15;
178;15;
179;13;
180;4;
181;13;
182;15;
183;16;
184;8;
185;3;
186;11;
187;7;
188;16;
189;9;
190;9;
191;9;
192;1;
193;6;
194;9;
195;16;
196;19;
197;19;
198;10;
199;0;
200;15;
201;0;
202;14;
203;10;
204;3;
205;18;
206;10;
207;8;
208;1;
209;14;
210;7;
211;2;
212;14;
213;13;
214;3;
215;15;
216;7;
217;15;
218;9;
219;15;
220;8;
221;6;
222;15;
223;10;
224;14;
225;4;
226;6;
227;13;
228;10;
229;3;
230;10;
231;18;
232;16;
233;7;
234;2;
235;7;
236;5;
237;17;
238;4;
239;17;
240;14;
241;10;
242;7;
243;7;
244;0;
245;6;
246;6;
247;7;
248;6;
249;6;
250;13;
251;7;
252;1;
253;3;
254;1;
255;13;
256;12;
257;6;
258;10;
259;6;
260;4;
261;9;
262;10;
263;2;
264;5;
265;13;
266;4;
267;7;
268;7;
269;3;
270;10;
271;1;
272;16;
273;12;
274;10;
275;7;
276;6;
277;4;
278;3;
279;15;
280;3;
281;10;
282;9;
283;15;
284;13;
285;15;
286;6;
287;16;
288;8;
289;15;
290;7;
291;6;
292;12;
293;0;
294;0;
295;7;
296;4;
297;14;
298;13;
299;7;
300;12;
301;6;
302;1;
303;6;
304;10;
305;15;
306;2;
307;6;
308;2;
309;16;
310;7;
311;0;
312;2;
313;8;
314;10;
315;7;
316;12;
317;9;
318;2;
319;15;
320;6;
321;14;
322;6;
323;6;
324;10;
325;19;
326;17;
327;6;
328;17;
329;1;
330;14;
331;13;
332;6;
333;2;
334;8;
335;13;
336;16;
337;16;
338;3;
339;8;
340;1;
341;10;
342;12;
343;1;
344;3;
345;3;
346;15;
347;6;
348;10;
349;2;
350;6;
351;1;
352;12;
353;6;
354;3;
355;6;
356;11;
357;13;
358;7;
359;6;
360;2;
361;6;
362;11;
363;6;
364;1;
365;8;
366;10;
367;6;
368;6;
369;6;
370;19;
371;7;
372;10;
373;12;
374;13;
375;13;
376;12;
377;6;
378;16;
379;2;
380;7;
381;9;
382;1;
383;17;
384;2;
385;0;
386;16;
387;13;
388;15;
389;5;
390;5;
391;6;
392;19;
393;6;
394;9;
395;2;
396;1;
397;6;
398;15;
399;15;
400;4;
401;11;
402;7;
403;15;
404;12;
405;11;
406;1;
407;7;
408;6;
409;17;
410;4;
411;7;
412;7;
413;1;
414;15;
415;7;
416;10;
417;12;
418;12;
419;8;
420;1;
421;12;
422;13;
423;2;
424;3;
425;6;
426;1;
427;1;
428;6;
429;6;
430;16;
431;8;
432;13;
433;9;
434;10;
435;7;
436;4;
437;12;
438;4;
439;4;
440;15;
441;19;
442;6;
443;16;
444;3;
445;0;
446;1;
447;9;
448;13;
449;8;
450;14;
451;6;
452;9;
453;6;
454;2;
455;17;
456;0;
457;10;
458;19;
459;6;
460;12;
461;6;
462;10;
463;11;
464;19;
465;15;
466;6;
467;7;
468;7;
469;1;
470;15;
471;6;
472;6;
473;6;
474;13;
475;15;
476;6;
477;10;
478;15;
479;7;
480;2;
481;2;
482;10;
483;16;
484;6;
485;14;
486;7;
487;7;
488;19;
489;2;
490;4;
491;5;
492;1;
493;7;
494;4;
495;7;
496;10;
497;6;
498;0;
499;2;
500;9;
501;6;
502;6;
503;5;
504;5;
505;12;
506;2;
507;10;
508;8;
509;9;
510;15;
511;6;
512;15;
513;17;
514;15;
515;18;
516;3;
517;6;
518;5;
519;15;
520;13;
521;6;
522;7;
523;4;
524;1;
525;4;
526;8;
527;8;
528;6;
529;4;
530;7;
531;10;
532;6;
533;18;
534;6;
535;14;
536;7;
537;7;
538;16;
539;4;
540;7;
541;10;
542;6;
543;16;
544;12;
545;0;
546;13;
547;1;
548;19;
549;16;
550;10;
551;15;
552;2;
553;1;
554;16;
555;14;
556;14;
557;5;
558;5;
559;1;
560;6;
561;7;
562;4;
563;3;
564;2;
565;16;
566;6;
567;13;
568;7;
569;7;
570;7;
571;9;
572;1;
573;2;
574;1;
575;8;
576;13;
577;10;
578;9;
579;7;
580;6;
581;15;
582;6;
583;1;
584;6;
585;18;
586;6;
587;15;
588;10;
589;8;
590;1;
591;3;
592;6;
593;14;
594;1;
595;15;
596;9;
597;15;
598;3;
599;10;
600;15;
601;4;
602;12;
603;15;
604;7;
605;7;
606;15;
607;11;
608;15;
609;10;
610;6;
611;18;
612;7;
613;3;
614;1;
615;7;
616;16;
617;5;
618;10;
619;6;
620;10;
621;6;
622;15;
623;14;
624;6;
625;15;
626;6;
627;7;
628;15;
629;12;
630;11;
631;10;
632;6;
633;15;
634;7;
635;15;
636;1;
637;15;
638;1;
639;3;
640;6;
641;6;
642;10;
643;16;
644;2;
645;15;
646;10;
647;7;
648;1;
649;6;
650;1;
651;2;
652;15;
653;13;
654;10;
655;11;
656;1;
657;12;
658;15;
659;7;
660;6;
661;15;
662;18;
663;15;
664;7;
665;9;
666;17;
667;8;
668;5;
669;15;
670;0;
671;15;
672;4;
673;1;
674;10;
675;15;
676;15;
677;15;
678;1;
679;10;
680;8;
681;3;
682;15;
683;18;
684;6;
685;3;
686;7;
687;11;
688;4;
689;15;
690;16;
691;7;
692;7;
693;11;
694;2;
695;0;
696;2;
697;15;
698;12;
699;2;
700;6;
701;3;
702;15;
703;7;
704;3;
705;10;
706;6;
707;3;
708;11;
709;15;
710;6;
711;10;
712;10;
713;12;
714;7;
715;0;
716;4;
717;0;
718;19;
719;12;
720;4;
721;14;
722;11;
723;13;
724;13;
725;6;
726;4;
727;6;
728;13;
729;6;
730;10;
731;14;
732;12;
733;12;
734;12;
735;11;
736;5;
737;15;
738;0;
739;0;
740;14;
741;0;
742;16;
743;15;
744;8;
745;19;
746;7;
747;15;
748;9;
749;15;
750;9;
751;12;
752;2;
753;2;
754;3;
755;14;
756;12;
757;6;
758;6;
759;10;
760;12;
761;6;
762;9;
763;16;
764;14;
765;6;
766;15;
767;1;
768;9;
769;13;
770;6;
771;6;
772;19;
773;6;
774;6;
775;13;
776;8;
777;2;
778;16;
779;6;
780;2;
781;6;
782;4;
783;8;
784;17;
785;7;
786;14;
787;10;
788;17;
789;15;
790;0;
791;7;
792;15;
793;6;
794;7;
795;15;
796;5;
797;12;
798;5;
799;4;
800;15;
801;0;
802;9;
803;17;
804;7;
805;12;
806;8;
807;11;
808;16;
809;3;
810;12;
811;14;
812;0;
813;10;
814;15;
815;15;
816;15;
817;6;
818;8;
819;17;
820;6;
821;7;
822;3;
823;9;
824;15;
825;1;
826;9;
827;14;
828;8;
829;19;
830;2;
831;15;
832;0;
833;0;
834;15;
835;11;
836;17;
837;4;
838;6;
839;14;
840;17;
841;1;
842;19;
843;8;
844;7;
845;1;
846;8;
847;6;
848;1;
849;10;
850;0;
851;15;
852;17;
853;19;
854;10;
855;18;
856;3;
857;4;
858;1;
859;12;
860;12;
861;10;
862;13;
863;6;
864;15;
865;9;
866;2;
867;6;
868;15;
869;6;
870;6;
871;13;
872;10;
873;4;
874;16;
875;10;
876;15;
877;15;
878;14;
879;4;
880;6;
881;8;
882;7;
883;18;
884;1;
885;12;
886;6;
887;10;
888;16;
889;0;
890;6;
891;4;
892;15;
893;6;
894;1;
895;3;
896;0;
897;15;
898;8;
899;15;
900;2;
901;13;
902;4;
903;7;
904;10;
905;15;
906;18;
907;12;
908;3;
909;14;
910;13;
911;5;
912;2;
913;6;
914;12;
915;1;
916;7;
917;10;
918;16;
919;15;
920;4;
921;10;
922;4;
923;6;
924;15;
925;10;
926;13;
927;15;
928;6;
929;16;
930;10;
931;1;
932;1;
933;6;
934;1;
935;1;
936;15;
937;1;
938;5;
939;10;
940;9;
941;6;
942;3;
943;6;
944;7;
945;7;
946;7;
947;7;
948;14;
949;14;
950;7;
951;10;
952;6;
953;0;
954;7;
